1000021|t|||МВД РФ (тест)|2|47||||f|t|2020-04-03 00:00:00+03|28d1bdea-5e04-11ea-bc55-0242ac130003|2020-04-03 00:00:00+03|28d1bdea-5e04-11ea-bc55-0242ac130003|00C000|МВД: Паспортно-визовая служба (ПВС) МВД РФ|13599||||1000001||
1000022|t|||ОУФМС по г.Москве (тест)|2|48||||t|f|2020-04-03 00:00:00+03|28d1bdea-5e04-11ea-bc55-0242ac130003|2020-04-03 00:00:00+03|28d1bdea-5e04-11ea-bc55-0242ac130003|62T013|МВД: Паспортно-визовая служба (ПВС) МВД РФ, ГУВД Субъекта РФ: Паспортно-визовая служба (ПВС) ОУФМС по г.Москве|24483||||1000002|1000001|
1000033|t|||ОУФМС по г.Москве СВАО|2|61||||t|f|2020-04-03 00:00:00+03|28d1bdea-5e04-11ea-bc55-0242ac130003|2020-04-03 00:00:00+03|28d1bdea-5e04-11ea-bc55-0242ac130003|62T013|МВД: Паспортно-визовая служба (ПВС) МВД РФ, ГУВД Субъекта РФ: Паспортно-визовая служба (ПВС) ОУФМС по г. Москве, Отдел ПВС: Паспортно-визовая служба (ПВС) ОУФМС по г. Москве ЮАО|24484||||1000003|1000002|
